id,birthday,deathday,actor_id,name,place_of_birth,profile_path,overview,score
420,1973-08-20,,211742,Drew Waters,"Akron, Ohio, USA",/xMHfQ9ZLK5uDN0olOs4opDwUapS.jpg,,0
421,1962-01-13,,85477,Trace Adkins,"Springhill, Louisiana, USA",/9MMbYFI0WL2rp5iQG9DeYL0Pgvl.jpg,,0
422,1949-05-31,,13022,Tom Berenger,"Chicago, Illinois, USA",/8PSsSsFI1EpEvxifq8rPe3412iv.jpg,,0
423,1981-03-18,,22074,Vanessa Evigan,"Los Angeles, California, USA",/sKn68NngSD0WxM5CoGwYQOkE66J.jpg,,0
424,,,2926273,Sam Ashby,,/rIfejFw8VMuOGzMc0kinbmMMd0A.jpg,,0
425,,,1821947,Angela Cole,,/dStUQtrUDG10HBFkHScyO1fIoog.jpg,,0
426,,,3223049,Heidi Azaro,,,,0
427,,,3223050,Joelle Westwood,,,,0
428,,,3223051,Keith Migra,,,,0
429,1975-01-05,,51329,Bradley Cooper,"Philadelphia, Pennsylvania, USA",/pLD2XvxqHueLWOuqXoFngJU3A5H.jpg,,0
430,1969-05-14,,112,Cate Blanchett,"Melbourne, Victoria, Australia",/vUuEHiAR0eD3XEJhg2DWIjymUAA.jpg,,0
431,1972-11-01,,3051,Toni Collette,"Sydney, New South Wales, Australia",/lzXRh16qe4HHeBN6tMyw0DHvaMn.jpg,,0
432,1955-07-22,,5293,Willem Dafoe,"Appleton, Wisconsin, USA",/ui8e4sgZAwMPi3hzEO53jyBJF9B.jpg,,0
433,1947-05-04,,28633,Richard Jenkins,"DeKalb, Illinois, USA",/muT3RZG9hiKaKojD751RcQ5tGEy.jpg,,0
434,1969-10-01,,58225,Zach Galifianakis,"Wilkesboro, North Carolina, USA",/hghR9AhS8OKsO4ziq5Yf7w2ZguB.jpg,,0
435,1974-01-24,,27105,Ed Helms,"Atlanta, Georgia, USA",/gPZ8tZaNQGAc3KZRIPp9rgGbEnN.jpg,,0
436,1974-01-30,,39187,Olivia Colman,"Norwich, Norfolk, England, UK",/1KTXGJaqWRnsoA6qeaUa7U2zkHL.jpg,,0
437,1995-08-09,,1029934,Justice Smith,"Los Angeles, California, USA",/3UoUT44XYWoWNsZaqHzN3w48gZL.jpg,,0
438,1967-07-18,,12835,Vin Diesel,"Alameda County, California, USA",/9uxTwqB8anAiPomB6Kqm6A73VTV.jpg,,0
439,1978-12-30,,8169,Tyrese Gibson,"Los Angeles, California, USA",/eHhIFk7HOElgFCaD4igtAgn41kA.jpg,,0
440,1977-09-11,,8171,Ludacris,"Champaign, Illinois, USA",/d9Sqr6LCxCJ8m5UK5XzSqLTzxzP.jpg,,0
441,1977-04-23,,56446,John Cena,"West Newbury, Massachusetts, USA",/3xKC4ByuHIStXV4kTrbCCF8cozt.jpg,,0
442,1985-05-03,,562730,Danila Kozlovsky,"Moscow, RSFSR, USSR [now Russia]",/tCyw5GzBFUwEgB8Qg2JSR3ZWd0y.jpg,,0
443,1987-04-19,,77667,Oksana Akinshina,"Leningrad, USSR (St. Petersburg, Russia)",/1OyynbiwrYcKatc1ghESlCGGZef.jpg,,0
444,1991-11-10,,1378375,Philip Avdeev,"Moscow, USSR [now Russia]",/zg252vCV7rejEwcKI7WvjYxq4uG.jpg,,0
445,1980-08-22,,490022,Ravshana Kurkova,"Tashkent, Uzbek SSR, USSR [now Uzbekistan]",/yVVdE9rf9hBRWeXYpboDlgsSRfg.jpg,,0
446,1977-08-13,,2039476,Arthur Beschastny,"Perm, RSFSR, USSR",/56ZR4Oq8DSPKImORv4MLgXM6UGM.jpg,,0
447,1984-12-30,,107379,LeBron James,"Akron, Ohio, USA",/rmIYKVdYT60zfsqfjNuB71f1y82.jpg,,0
448,1964-11-29,,1896,Don Cheadle,"Kansas City, Missouri, USA ",/b1EVJWdFn7a75qVYJgwO87W2TJU.jpg,,0
449,2005-03-17,,2998402,Cedric Joe,"Chicago, Illinois, USA",/2LXuhY0h5MlxLu7X55w4oAiVDWP.jpg,,0
450,1960-07-10,,179896,Jeff Bergman," Philadelphia, Pennsylvania, USA",/qeCpFCrmocsMvI7pZ1vqCCo6cPZ.jpg,,0
451,1976-07-15,,86498,Gabriel Iglesias,"San Diego, California, USA",/8Bjy3RZ5TfNs3oUOUpxTv84G01f.jpg,,0
452,2004-06-02,,1723918,Ava Preston,Canada,/npwnZYMM4qfPXkNcOcLJ86cES79.jpg,,0
453,1959-04-25,,10210,Daniel Kash,"Montréal, Québec, Canada",/v8xa3aFbdk0t7RXpXiLlXI7QepH.jpg,,0
454,,,1503397,Kaelen Ohm,"British Columbia, Canada",/tf3rnFolX9q7x1mPYz4nTD6vBml.jpg,,0
455,1997-02-25,,1461459,Eric Osborne,"Newcastle, New Brunswick, Canada",/v2zPLIr6X1eiwVg2R8ZsnicSQe3.jpg,,0
456,1999-01-17,,93790,Jamie Bloch,Canada ,,,0
457,1990-07-02,,234352,Margot Robbie,"Dalby, Queensland, Australia",/euDPyqLnuwaWMHajcU3oZ9uZezR.jpg,,0
458,1979-11-25,,92404,Joel Kinnaman,"Stockholm, Sweden",/c4TTWy1WntzDxpgIe8kbODjWOfD.jpg,,0
459,1946-07-06,,16483,Sylvester Stallone,"New York City, New York, USA",/qDRGPAcQoW8Wuig9bvoLpHwf1gU.jpg,,0
460,2000-05-13,,1186941,Mika Abdalla,"Plano, TX",/dGlRnItcLp9rgeYLUKiKnxWV4Zb.jpg,,0
461,1997-05-30,,93219,Jake Short,"Indianapolis, Indiana, USA",/xA3N4HbFV4TdtD931LeQQuLJzfI.jpg,,0
462,1998-04-03,,1274291,Paris Jackson,"Beverly Hills, California, USA",/inKqssWcIJARqhX1uvtuc9ZdIfV.jpg,,0
463,1968-12-05,,11152,Margaret Cho,"San Francisco, California, USA",/lsHpa4aRrBMn7LtFX8AdPTFBMGY.jpg,,0
464,1980-07-01,,1183672,Fortune Feimster,"Charlotte, North Carolina, USA",/9f2p2T61K4pIvKQMLRlow8znkXU.jpg,,0
465,2005-12-30,,2239159,Brady Noon,"Forked River, New Jersey, USA",/cbzmfWc6BK70WfXEgm7AVbnf6K5.jpg,,0
466,,,2295755,Ethan William Childress,"Las Vegas, Nevada, USA",/5rKHessdCKHRpO4bVy6PNxitpfh.jpg,,0
467,2002-02-05,,1882895,Hunter Dillon,"Vancouver, British Columbia, Canada",/oyS0TEPIm0dN489rFc2epzZmRxA.jpg,,0
468,1979-10-31,,1218928,Erica Cerra,Vancouver - British Columbia - Canada,/rYhqwCRojp0B9YW4s6izAcOiOwt.jpg,,0
469,1990-03-22,,1257126,Viktor Horinyak,"Minusinsk, RSFSR, USSR",/mbGCeqPVofliJMNKwYxG67Z5ofo.jpg,,0
470,1998-12-03,,1309706,Mila Syvatska,"Kyiv, Ukraine",/c3sxqi7yy0mVD9Li2MziBjQoZsC.jpg,,0
471,1984-07-11,,107727,Ekaterina Vilkova,"Nizhny Novgorod, USSR (Russia)",/67UtlY9xfpB6GmB3Gd8rSckzdbm.jpg,,0
472,1961-03-05,,30404,Elena Yakovleva,"Novograd-Volynsky, Zhytomyr region, Ukrainian SSR, USSR, (now Ukraine)",/3jzJBO33sqMvggX5P52k7etRXuL.jpg,,0
473,1961-04-20,,68517,Konstantin Lavronenko,"Rostov-on-Don, Russia",/lCLKV6DSw7xKvIByWPIBr52tV1k.jpg,,0
474,1963-08-30,,19654,Michael Chiklis,"Lowell, Massachusetts, USA",/pAkKjbzxP6Z6Y5zAGpwmWQo1iji.jpg,,0
475,1973-05-17,,64154,Sasha Alexander," Los Angeles, California, USA",/xHsZhwVA8hOKEVEMwoSanqoblBo.jpg,,0
476,1982-02-16,,1103625,Chris Jai Alex,"Lansing, Michigan, USA",/tNdDu6VPOoDw6CU6Lq1D9PYpLnY.jpg,,0
477,,,2355624,Faye Mata,,/8hUL7az4vRxbfHh2pCZLvD6btsN.jpg,,0
478,,,2663193,Griffin Puatu,,/vEBAfvqSXxT0jaY7KSXahq3s1eN.jpg,,0
479,1972-08-15,,880,Ben Affleck,"Berkeley, California, USA",/aTcqu8cI4wMohU17xTdqmXKTGrw.jpg,,0
480,1983-05-05,,73968,Henry Cavill,"Jersey, Channel Islands, UK",/hErUwonrQgY5Y7RfxOfv8Fq11MB.jpg,,0
481,1979-08-01,,117642,Jason Momoa,"Honolulu, Hawaii, USA",/6dEFBpZH8C8OijsynkSajQT99Pb.jpg,,0
482,1977-03-24,,83002,Jessica Chastain,"Southern California, California, USA",/eQKnihReJeB9vQEa5gySzAlKfZt.jpg,,0
483,1983-03-01,,1267329,Lupita Nyong'o,"Mexico City, Mexico",/y40Wu1T742kynOqtwXASc5Qgm49.jpg,,0
484,1976-07-15,,9824,Diane Kruger,"Algermissen, Lower Saxony, Germany",/aScr0aXsTzLIO6bkB82YUuYj4PT.jpg,,0
485,1981-09-16,,64439,Fan Bingbing,"Qingdao, Shandong Province, China",/tUpNOTyHtamAt8GlEXsBKvbaDqu.jpg,,0
486,1996-01-03,,1373737,Florence Pugh,"Oxford, England, UK",/75PvULemW8BvheSKtPMoBBsvPLh.jpg,,0
487,1970-03-07,,3293,Rachel Weisz,"Westminster, London, England, UK",/4jA6euf73JmWojt9kwflW3jPqaX.jpg,,0
488,1974-04-10,,35029,David Harbour,"New York City, New York, USA",/chPekukMF5SNnW6b22NbYPqAStr.jpg,,0
489,1957-02-19,,5538,Ray Winstone,"Hackney, London, England, UK",/hhKZGnu66EXC0nDYzjErMs62ETb.jpg,,0
490,1960-04-05,,92949,Timothy V. Murphy,,/4WMz4UUMeexgP1ddfC2j7pqf8hU.jpg,,0
491,,,1724556,Rob Gough,,/sSys0huoFyCQaLDq1DkrecWvi1i.jpg,,0
492,,,3349428,Anna Louise Morse,,,,0
493,1970-04-11,,21798,Johnny Messner,"Syracuse, New York, USA",/4xCQ8AYsEFThxh5vL9a03TrwPoU.jpg,,0
494,1997-08-18,,1753914,Josephine Langford,"Perth, Australia",/hcAR7LVcjNBdy3LVkWg7sfH0KH4.jpg,,0
495,1997-11-06,,1114487,Hero Fiennes Tiffin,"London, England, U.K.",/rhL2GEKk2pccrn4wJL5HWpB3tZ2.jpg,,0
496,1970-09-13,,20805,Louise Lombard,"Redbridge, London, England, UK",/6znYbOI2Z8PfzZ6p9jHG5QdAeb2.jpg,,0
497,1996-10-19,,2035329,Chance Perdomo,"California, - USA",/xRRDtdHhTewrKMj5cpcmEkPNmuP.jpg,,0
498,1963-07-22,,20960,Rob Estes,Norfolk - Virginia - USA,/y8IfRjaINH6R8IkL9wHdIQJ8LGr.jpg,,0
499,1986-04-09,,85825,Leighton Meester,"Fort Worth, Texas, USA",/fQDyZBANuNwRkiBr9IzCM159r1t.jpg,,0
500,1989-09-08,,1332029,Christina Wolfe,"London, England",/8hbyoHTWsc4JlgyRbC05IcbDbmc.jpg,,0
501,1980-03-27,,1619456,Ziad Bakri,"Jaffa, Palestine",/gQYJaIA3Zp1iPn0IqDlvGOpUrvO.jpg,,0
502,1985-06-03,,1386825,Luke Norris,"Romford, Essex, England, UK",/ive9XRqyNcH2Wcwy4KRdcArgTi5.jpg,,0
503,1981-06-10,,569918,Amar Bukvić,"Zagreb, Croatia",/g1l98hcYEt6aIFv9vCyGxwnrPbR.jpg,,0
504,1969-03-01,,3810,Javier Bardem,"Las Palmas de Gran Canaria, Gran Canaria, Canary Islands, Spain",/gJTtH22fk7nAi45f7BN2P7DjvuE.jpg,,0
505,1989-08-10,,1017347,Brenton Thwaites,"Cairns, Queensland, Australia",/4jrtVjdIGJpmgevEPRuIIU9HWcO.jpg,,0
506,1983-02-23,,5081,Emily Blunt,"Wandsworth, London, England, UK",/nPJXaRMvu1vh3COG16GzmdsBySQ.jpg,,0
507,1977-03-25,,25616,Edgar Ramírez,"San Cristobal, Venezuela",/7VZnIAI7Yye0rfs7fPM5wI2CI6N.jpg,,0
508,1988-04-02,,88124,Jesse Plemons,"Dallas, Texas, United States",/ckTthGclQE0y6b7gR0RpRo7LskL.jpg,,0
509,1963-02-10,,96429,Diego Peretti,"Balvanera, Buenos Aires, Argentina",/4Uq50GociCxPEDXorBIYfzSqpLq.jpg,,0
510,1977-10-21,,105736,Julieta Cardinali,"Buenos Aires, Argentina",/2OzcNWHErAzuiMwte1uskeTV0kW.jpg,,0
511,1988-04-23,,968350,Carla Quevedo,"Buenos Aires, Argentina",/wnuYt4wGwnDxSbSfxLmyxMkpmB3.jpg,,0
512,1976-09-26,,929045,Diego Cremonesi,"La Plata, Buenos Aires, Argentina",/tHE6oQCkWXh4JULLUF7iD7pG5fb.jpg,,0
513,1962-04-15,,1482609,Carola Reyna,"Buenos Aires, Argentina",/5Kni9dhR5L1JAyCPSz9AWQok2Eq.jpg,,0
514,1965-06-06,,77927,Megumi Ogata,"Chiyoda, Tokyo, Japan",/eNdfMUyZgG5P4TNIZpbTAu8gBs9.jpg,,0
515,1989-02-25,,119143,Kana Hanazawa,"Tokyo Prefecture, Japan",/5bK9ttcRydQBWmyZp7gXDmJYOPF.jpg,,0
516,1988-11-11,,1281498,Mikako Komatsu,"Kuwana, Mie Prefecture, Japan",/13tQEZ1tLdOmi7oGoRJ4xep1ODQ.jpg,,0
517,1990-08-16,,1254052,Koki Uchiyama,"Saitama Prefecture, Japan",/sllSm3iZZWVLTBrDZQRtWrZUfEj.jpg,,0
518,1972-09-08,,90567,Tomokazu Seki,"Tokyo, Japan",/4N6i4cgtbeUj5AJd8kiBZ2BxxEJ.jpg,,0
519,1950-11-29,,91624,Peter Hooten,"Clermont, Florida, USA",/bPsntOAiUa6zi5gSU3MKaiLUk0I.jpg,,0
520,1948-09-13,,2249,Clyde Kusatsu,"Honolulu, Hawaii, USA",/3sYl18ElVAylYKrtKJVJ98Rie2Q.jpg,,0
521,1941-01-31,2021-03-24,41232,Jessica Walter,"Brooklyn, New York, USA",/zPHpjVlg6nTKnyXWq8rreW6q1x.jpg,,0
522,1957-11-11,,9986,Anne-Marie Martin,"Toronto, Ontario,  Canada",/txE1j7v7BakV0DXippLa1wnGl5e.jpg,,0
523,1922-10-09,1998-11-30,22437,Philip Sterling,"New York City, New York, USA",/r9i8O4VJfQRdkjPfzsVRRdMbBVH.jpg,,0
524,1975-10-05,,204,Kate Winslet,"Reading, Berkshire, England, UK",/e3tdop3WhseRnn8KwMVLAV25Ybv.jpg,,0
525,,,212646,Ben Milliken,,/rkpicSlSWK1YRvfuDloh8UnXJpY.jpg,,0
526,1966-04-10,,15376,Brad William Henke,"Columbus, Nebraska, USA",/6VedPxFRbFblXeWMAkIvURmPEZM.jpg,,0
527,1988-10-30,,93377,Janel Parrish,"Oahu, Hawaii, USA",/vDaJts4XQgE4BCczH6eC5epqAlY.jpg,,0
528,1964-02-26,,18702,Mark Dacascos,"Honolulu, Hawaii, USA",/trOACuJz1KzhB51qe6asaxRuxrh.jpg,,0
529,,,1619445,Celestino Cornielle,,/4dR1lTp8IEDuokdAAQeO6anY6hL.jpg,,0
530,1966-04-22,,47296,Jeffrey Dean Morgan,"Seattle, Washington, USA",/m8bdrmh6ExDCGQ64E83mHg002YV.jpg,,0
531,1997-01-01,,2067034,Cricket Brown,"Pittsburgh, Pennsylvania, U.S.",/kYBJ9YItPmbvl3009eKAkvkIlYl.jpg,,0
532,1950-04-13,,6573,William Sadler,"Buffalo, New York, USA",/xC9sijoDnjS3oDZ5eszcGKHKAOp.jpg,,0
533,1978-10-01,,221944,Katie Aselton,Milbridge - Maine - USA,/4kFwHnj9VpVpNoMpD0xduerFKS.jpg,,0
534,1962-10-26,,2130,Cary Elwes,"London, England, UK",/5PAcQuB2fFzGq5fjyugNlOpndk4.jpg,,0
535,1988-04-30,,224513,Ana de Armas,"Santa Cruz del Norte, Cuba",/14uxt0jH28J9zn4vNQNTae3Bmr7.jpg,,0
536,1965-07-04,,72638,Tracy Letts,"Tulsa, Oklahoma, USA",/pLNlJhogyILFhWscdXtEMmAb9NN.jpg,,0
537,1974-05-24,,6066,Dash Mihok,"New York City, New York, USA",/jojHKLqRe9dmXa4lNb9dilfUt2r.jpg,,0
538,1995-12-27,,1190668,Timothée Chalamet,"Manhattan, New York City, New York, USA",/cc0kXVI82iosBRA7HoG7lVuUeRh.jpg,,0
539,1983-10-19,,933238,Rebecca Ferguson,"Stockholm, Sweden",/6NRlV9oUipeak7r00V6k73Jb7we.jpg,,0
540,1979-03-09,,25072,Oscar Isaac,"Guatemala City, Guatemala",/dW5U5yrIIPmMjRThR9KT2xH6nTz.jpg,,0
541,1968-02-12,,16851,Josh Brolin,"Santa Monica, Los Angeles, California, USA",/sX2etBbIkxRaCsATyw5ZpOVMPTD.jpg,,0
542,,,1902689,Emily Bader,"Temecula, California, USA",/nFSNRNxt0WD3tvnuIiBGQAM9igA.jpg,,0
543,,,1563211,Roland Buck III,,/l9wN7I78oAyndaJ42WEsWGTPeTC.jpg,,0
544,,,2220668,Jaye Ayres-Brown,,/upYWK7PhDJ4KTqRolUOqbL8RgD1.jpg,,0
545,,,94854,Tom Nowicki,,/b823hpQ5FzQeom8Sj6DJ81ezVWQ.jpg,,0
546,1976-08-10,,19827,Pablo Derqui,"Barcelona, Spain",/aqwJOsmnqbigPR5tZ6QFp4Q25XM.jpg,,0
547,1979-07-11,,107927,Marina Gatell,"Sabadell, Spain",/t3yeuxuE3X2JmB8uAw63hIxOW7h.jpg,,0
548,1955-05-27,,24980,Kandido Uranga,"Zumaia, Gipuzkoa, País Vasco, Spain",/wbI5XwwzaqxcxctuqNMHG3Qecmr.jpg,,0
549,,,3027465,Anna Chincho Serrano,,,,0
550,,,3027466,Esteban Galilea,,,,0
551,1976-06-17,,78110,Scott Adkins,"Sutton Coldfield, West Midlands, England, UK",/n1L8652hJAKi5l2sdrZ07oZJmos.jpg,,0
552,1987-02-21,,45827,Ashley Greene,"Jacksonville, Florida, USA",/qcuqjfZvusdjV9B2sLrxU3iajWj.jpg,,0
553,1974-09-10,,11864,Ryan Phillippe,"New Castle, Delaware, USA",/fp0GlHdZBt8NGjoms3k3od0w7Qd.jpg,,0
554,,,1664773,Emmanuel Imani,"South London, England, UK",/gTYTHVIfv1HMr6h1gtLoACH7l17.jpg,,0
555,1996-09-21,,2434251,Dino Kelly,,/8zNhDEjQGjWKCDdsso2fp49IK8d.jpg,,0
556,1947-09-14,,4783,Sam Neill,"Omagh, County Tyrone, Northern Ireland, UK",/bNZ03phkLewj8eUR6mGbKZ7jtmv.jpg,,0
557,1967-02-10,,4784,Laura Dern,"Los Angeles, California, USA",/gB9PnGEvxKg33OSlcqptQwTBwPE.jpg,,0
558,1979-06-21,,73457,Chris Pratt,"Virginia, Minnesota, USA",/gXKyT1YU5RWWPaE1je3ht58eUZr.jpg,,0
559,1981-03-02,,18997,Bryce Dallas Howard,"Los Angeles, California, USA",/qQX1rhQaJ1G8eMG2RknFKiXfNRc.jpg,,0
560,1972-10-29,,17773,Gabrielle Union,"Omaha, Nebraska, USA",/eUZdWvl4KShH6GBkNG5X6bJbniF.jpg,,0
561,1975-04-06,,5367,Zach Braff,"South Orange, New Jersey, USA",/wUAj6juL6HErqEJ1GtuI63rbVea.jpg,,0
562,,,1464815,Timon Kyle Durrett,,/84U0LGdnvUyhahhtJCxns3svCTh.jpg,,0
563,,,2070662,Journee Brown,,/l5q0PfsxSRK0MfkKymcsiG7pfv2.jpg,,0
564,2004-02-19,,1356210,Millie Bobby Brown,"Marbella, Málaga, Andalusia, Spain",/gIc5dYiXLXlOTJZ8dCn1x59q0Ox.jpg,,0
565,1982-05-03,,15556,Rebecca Hall,"London, England, UK",/cVZaQrUY7F5khCBYdKDlEppHnQi.jpg,,0
566,1982-03-31,,226366,Brian Tyree Henry,"Fayetteville, North Carolina, USA",/u0wSg450FIFXPcqjLA7QAlgUlgw.jpg,,0
567,1982-12-26,,46364,Shun Oguri,"Tokyo, Japan",/4tfrhvqp3IGHPATor0lYE9X9UD3.jpg,,0
568,1973-08-06,,21657,Vera Farmiga,"Clifton, New Jersey, USA",/5Vs7huBmTKftwlsc2BPAntyaQYj.jpg,,0
569,1991-07-09,,1731961,Ruairi O'Connor,"Howth, County Dublin, Ireland",/abf9bZJgMnpeCNsp18Aj2y80WOc.jpg,,0
570,1990-06-26,,2485582,Sarah Catherine Hook,"Montgomery, Alabama, USA",/oNQ7mAN9nyeHqucJ7TBtmyraFm4.jpg,,0
571,2011-06-20,,2047847,Julian Hilliard,"Dallas, Texas, U.S",/upOiPhYOQE6DE1jLJaPLiK1GROz.jpg,,0
572,1975-08-07,,6885,Charlize Theron,"Benoni, Gauteng, South Africa",/lG7JQ7zsGTKl5EnfSlDW1sXk0NC.jpg,,0
573,2006-07-22,,2532098,Javon Walton,  United States,,,0
574,1997-02-10,,56734,Chloë Grace Moretz,"Atlanta, Georgia, USA",/yq4rYmaTRC5degaOYmJQFpaiho1.jpg,,0
575,1978-06-05,,208519,Nick Kroll,"Rye, New York, U.S.",/fNiOuEKeBtELGdhKn4lxXq4O7YP.jpg,,0
576,1976-03-23,,41292,Keri Russell,"Fountain Valley, California, USA",/ykURfUHObA2wnLCtD4jrdMvFPkA.jpg,,0
577,,,1890584,Jeremy Thomas,,/b6d10H1lxfwPmMZuXQFDA7I598m.jpg,,0
578,1952-06-22,,6804,Graham Greene,"Ohsweken, Ontario, Canada",/c0Hbq95FMlfGElLqxUN8Dk7ra3e.jpg,,0
579,1993-06-28,,87954,Scott Haze,"Dallas, Texas, USA",/6cd3Jt8Vo52j8cRKbNf1j7cERhs.jpg,,0
580,1936-10-25,,90496,Masako Nozawa,"Arakawa-ku, Tokyo, Japan",/jxbXdejmPoiKnNoQz7Dkb80qC26.jpg,,0
581,1958-02-01,,122501,Ryou Horikawa,"Osaka Prefecture, Japan",/1fiJvPrzz8Fqsjr5DVQclGojxO5.jpg,,0
582,1951-02-05,,115305,Ryusei Nakao,"Tokyo, Tokyo Prefecture, Japan",/mStyRuTHrJlvPbWamnJHLwRmSOG.jpg,,0
583,1961-06-17,,20664,Koichi Yamadera,"Shiogama, Miyagi Prefecture, Japan",/biov5jENp2XYfehkcdnRvi796Wi.jpg,,0
584,1972-10-21,,78402,Masakazu Morita,"Tokyo, Japan",/dJPYAADN12VRwh8QdYF9StXIruz.jpg,,0
585,1968-03-02,,8784,Daniel Craig,"Chester, Cheshire, England, UK",/iFerDZUmC5Fu26i4qI8xnUVEHc7.jpg,,0
586,1985-07-01,,121529,Léa Seydoux,"Passy, Paris, France",/7JAUieStGsHZAy6ed2WuFy4CJjm.jpg,,0
587,1981-05-12,,17838,Rami Malek,"Torrance, California, USA",/2OuFzCbMibXGouG79tG1U4BLPbe.jpg,,0
588,1987-11-27,,1360281,Lashana Lynch,"London, England, UK",/ypNxRag9uJ5nzPAN2um3amQK340.jpg,,0
589,1956-07-09,,31,Tom Hanks,"Concord, California, United States",/xndWFsBlClOJFRdhSt4NBwiPq2o.jpg,,0
590,1989-12-07,,572541,Caleb Landry Jones," Garland, Texas, USA",/8M5lPHrERwAIfWK56RkH30FOjhV.jpg,,0
591,,,1457107,Oscar Avila,,/8710aiohIdXtZmKcsM92XVs8gJF.jpg,,0
592,,,1151637,Lora Martinez-Cunningham,"Albuquerque, New Mexico, USA",/gjbnJZCzNkshj2bKEe51sEcnPOV.jpg,,0
593,,,1912057,Marie Wagenman,,/cyqkUNw6uAzXlgh3AydW6UyHcph.jpg,,0
594,1972-12-19,,24967,Alyssa Milano,"Brooklyn, New York, USA",/2tgSYRm20pfGzW84hfNOufvjNmx.jpg,,0
595,1976-11-05,,21429,Sam Page,"Whitefish Bay, Wisconsin, USA",/4eDEFtOhXFcELjAHKHJhVB6fLcc.jpg,,0
596,,,1232487,Malachi Weir,Chicago - Illinois - USA,/bqQiK5TSHAqrIbQ5fREqd0l0aRf.jpg,,0
597,1984-10-27,,211685,Emilie Ullerup,"Copenhagen, Denmark",/rMndXrFRMAVknGtoOgid8O0BSN9.jpg,,0
598,,,2563029,Matthew Finlan,,/eAyxxChemfnTDcWOFNDXxr5Zeh8.jpg,,0
599,1955-02-14,,93650,Guillermo Francella,"Villa del Parque, Buenos Aires, Argentina",/tqHvc1MaEzZHp52EeOagmBzaTn8.jpg,,0
600,,,2507457,Romina Fernandes,,,,0
601,1970-02-28,,103433,Peto Menahem,"Buenos Aires, Argentina",/crQjydp4b6VBRY2ODVaF7H7ksW9.jpg,,0
602,1960-11-20,,589487,Martín Seefeld,"Olivos, Buenos Aires, Argentina",/13C9eFd7DUFmme3LeHiAMzNEuTI.jpg,,0
603,1990-12-18,,2982709,Laurita Fernández,"Buenos Aires, Argentina",/pOm7LbrapQ3MDKWeOAyn3O73rT.jpg,,0
604,1946-03-12,,15831,Frank Welker,"Denver, Colorado, USA",/xXODQ5AX6pG4my8ieeEIuiAREXs.jpg,,0
605,1971-12-27,,2229812,Christopher Swindle,"Porterville, California, U.S.",/aoXWOAd1SLMZ5QGZ6SHSk1txUOM.jpg,,0
606,1931-12-11,,13299,Rita Moreno,"Humacao, Puerto Rico",/zB0M77jr7tmsmWHEr2bWO2Xq66L.jpg,,0
607,1975-08-18,,1014738,Luka Jones,"Evanston, Illinois, U.S. ",/x2C6I1GJDwI7NV43XySiKgL4JaO.jpg,,0
608,1962-10-02,,34982,Jeff Bennett,"Burbank, California, U.S.",/p78svoOr99IA2oBOUzAH9cnPOwf.jpg,,0
609,1989-10-05,,1065297,Kensho Ono,"Fukuoka Prefecture, Japan",/wUYJ3HIeygHfh4rAqupE4RPoG3W.jpg,,0
610,1994-01-17,,1452028,Reina Ueda,"Toyama Prefecture, Japan",/hlzrvBzeSYejeaTSZDvEWE44Qjj.jpg,,0
611,1972-03-29,,9721,Junichi Suwabe,"Tokyo Prefecture, Japan",/zEESFmAPlxRzYCjmROGLiHqoku5.jpg,,0
612,1991-04-22,,1388751,Soma Saito,"Yamanashi Prefecture, Japan",/s6rsGS1fgUvLjPom4GZRMLy1zAW.jpg,,0
613,,,1588597,Atsumi Tanezaki,"Oita Prefecture, Japan",/6tM8GU7QvrdUCvR4kxqVUZivtvO.jpg,,0
614,1994-11-07,,1377458,Algee Smith,"Saginaw, Michigan, USA",/8lSjFECJflwHJJGt5e7CqyItXW2.jpg,,0
615,1977-08-30,,557579,Raúl Castillo,"McAllen, Texas, USA",/GyEBZMh6Hslc2jO20V7aSn1tge.jpg,,0
616,,,2864859,Kiara Pichardo,,/u2CebmTVSh8TWJcOzpsJlt0qvsY.jpg,,0
617,1998-08-24,,1730745,Oscar Wahlberg,"Boston, Massachusetts, USA",/57JSlRsblXsXz0Q6rHcaV7osstf.jpg,,0
618,1946-07-16,,85286,Toshio Furukawa,"Tochigi, Japan",/zZjO0NxIbEhYW3507gXVnvWeRkG.jpg,,0
619,1966-06-26,,90569,Yuko Minaguchi,"Tokyo, Tokyo Prefecture, Japan",/bEv0ho89VNgWkCCmT2GdNjMAuvZ.jpg,,0
620,1975-01-28,,93801,Hiroshi Kamiya,"Matsudo, Chiba Prefecture, Japan",/u2r0u8tOa0cyh7nawcEOPpcEZr1.jpg,,0
621,1983-06-08,,93803,Mamoru Miyano,"Saitama Prefecture, Japan",/i8n9U3JlujjyPmiZPHGkpwxkh7X.jpg,,0
622,1980-03-03,,77795,Katherine Waterston,"Westminster, London, England, UK",/cMO1x5gksXKkxh6tDzIzHvHp3VV.jpg,,0
623,1984-12-23,,998225,Alison Sudol,"Seattle, Washington, USA",/BNrfybwhIhN74JMTQL2CHstXkx.jpg,,0
624,1976-05-31,,72466,Colin Farrell,"Castleknock, Dublin, Ireland",/vVqrAhZpojAtp874wBaaFt5T4dN.jpg,,0
625,,,2097313,Yana Enzhaeva,"Saratov, Russia",/ufyMPwnWmDnUb4f2szbKP6QD9Sq.jpg,,0
